hcho,gps_num,app,gps_alt,s_d2,odm,s_d0,s_d1,s_h0,SiteName,gps_fix,s_gg,gps_lat,s_t0,timestamp,adf_status,gps_lon,SiteAddr,date,device_id,s_g8,c_d0,fw_ver,s_g1,time,model,c_d0_method,name,area
,9,AirBox,2,0,,0,0,96,嘉義縣立阿里山國(中)小,1,,23.468,23.62,2020-05-23T02:13:07Z,,120.701,[605]嘉義縣阿里山鄉樂野村一鄰31號,2020-05-23,74DA38E2B6CC,,1.92,,,02:13:07,,BRR/30/26.54,阿里山國中小,chiayi_county
,9,AirBox,2,10,,12,13,100,74DA38E2B6CE,1,,24.173,25.87,2020-05-23T02:15:36Z,,120.652,N/A,2020-05-23,74DA38E2B6CE,,3.77,,,02:15:36,,BRR/30/2.59,晴臻邸北向,taichuang
0,9,AirBox,2,20,acelink.edimax,30,38,96,臺中市立篤行國小,1,0,24.15503553,27.3,2020-05-23T02:14:19Z,0,120.6731581,臺中市北區篤行路321號,2020-05-23,08BEAC0A0426,0,13.2,v1.06,0,02:14:19,AI-1003WN,BRR/30/3.27,,
0,9,AirBox,2,13,acelink.edimax,25,26,100,臺南市市立中西區成功國小,1,0,23.1421146,27.7,2020-05-23T02:17:11Z,0,120.1420138,臺南市北區文賢ㄧ路2號(文賢國中),2020-05-23,08BEAC0A04F0,0,11.85,v1.06,0,02:17:11,AI-1003WN,BRR/14/18.58,,
0,9,AirBox,2,3,acelink.edimax,6,6,100,桃園市市立圳頭國小,1,0,25.07227625,24.5,2020-05-23T02:18:05Z,0,121.2046171,桃園市大園區圳頭路850巷30號,2020-05-23,08BEAC0A04F4,0,3.03,v1.06,0,02:18:05,AI-1003WN,BRR/30/13.2,,
0,9,AirBox,2,0,acelink.edimax,0,0,100,桃園市市立霄裡國小,1,0,24.936735,24.3,2020-05-23T02:14:39Z,0,121.26458,桃園市八德區山下街115號,2020-05-23,08BEAC0A04F6,0,N/A,v1.06,0,02:14:39,AI-1003WN,N/A,,
,9,AirBox,2,0,,0,0,86,台東縣縣立寶桑國中,1,,22.769,26.75,2020-05-23T02:12:21Z,,121.144,[950]臺東縣臺東市仁七街1號,2020-05-23,74DA38F21170,,0.86,,,02:12:21,,BRR/14/1.65,臺東縣立寶桑國中,NA
,9,AirBox,2,9,,13,13,72,高雄市市立東光國小,1,,22.648,28.75,2020-05-23T02:16:01Z,,120.339,高雄市東光國小 高雄市三民區黃興路206號,2020-05-23,74DA38F20FAC,,13.61,,,02:16:01,,LR/30/5.5,東光國小2,kaohsiung
,9,AirBox,2,2,,3,4,94,08BEAC02871C,1,,25.03634591,24.37,2020-05-23T02:17:05Z,,121.2156238,N/A,2020-05-23,08BEAC02871C,,N/A,,,02:17:05,,N/A,A16站1月台,new_taipei
,9,AirBox,2,0,,0,1,100,台東縣縣立新生國中,1,,22.762,26.12,2020-05-23T02:17:17Z,,121.134,[950]臺東縣臺東市新生路641巷64號,2020-05-23,74DA38F21174,,0.94,,,02:17:17,,BRR/14/1.84,臺東縣立新生國中空氣盒子,taitung
,9,AirBox,2,1,,2,2,72,74DA38E2B816,1,,24.8,27.12,2020-05-23T02:12:32Z,,120.994,N/A,2020-05-23,74DA38E2B816,,7.64,,,02:12:32,,BRR/14/2.3,Sky-pm25,taichuang
,9,AirBox,2,0,,1,1,80,74DA38E69C66,1,,25.041,24.87,2020-05-23T02:15:04Z,,121.523,N/A,2020-05-23,74DA38E69C66,,7.38,,,02:15:04,,BRR/14/1.63,NTUPH,taipei
,9,AirBox,2,3,,4,5,90,市立敦化國中,1,,25.048,24,2020-05-23T02:14:09Z,,121.573,臺北市松山區南京東路三段300號,2020-05-23,74DA38F20D2A,,6.51,,,02:14:09,,BRR/14/6.55,台北市松山區敦化國中,taipei
,9,AirBox,2,19,,32,40,100,74DA38E69C62,1,,23.064,26.62,2020-05-23T02:17:37Z,,120.221,N/A,2020-05-23,74DA38E69C62,,15.6,,,02:17:37,,BRR/14/9.03,臺南?智學校,tainan
,9,AirBox,2,2,,3,4,100,市立中山國中,1,,25.06,24.12,2020-05-23T02:13:01Z,,121.545,臺北市松山區復興北路361巷7號,2020-05-23,74DA38F20D2E,,3.28,,,02:13:01,,BRR/14/4.02,臺北市立中山國中,taipei
,9,AirBox,2,4,,6,7,75,高雄市市立獅甲國小,1,,22.606,28.86,2020-05-23T02:14:55Z,,120.306,高雄市獅甲國小 高雄市前鎮區中山三路45號,2020-05-23,74DA38F20DD8,,9.41,,,02:14:55,,LR/30/3.48,高雄市前鎮區獅甲國小2,kaohsiung
0,9,AirBox,2,10,acelink.edimax,16,16,100,臺中市立陽明國小,1,0,24.22136186,26.8,2020-05-23T02:17:55Z,0,120.6320624,臺中市大雅區秀山里秀山路365號,2020-05-23,08BEAC0A0038,0,5.72,v1.06,0,02:17:55,AI-1003WN,BRR/30/7.77,,
0,9,AirBox,2,5,acelink.edimax,8,8,100,臺中市立大甲國中,1,0,24.3536577069,25.8,2020-05-23T02:02:53Z,0,120.622685105,臺中市大甲區育英路186號,2020-05-23,08BEAC0A0032,0,0.91,v1.06,0,02:02:53,AI-1003WN,LR/14/14.17,,
0,9,AirBox,2,6,acelink.edimax,8,9,93,臺中市立潭陽國小,1,0,24.21252,27.3,2020-05-23T02:19:55Z,0,120.7099783,臺中市潭子區潭陽路19號,2020-05-23,08BEAC0A0030,0,7.17,v1.06,0,02:19:55,AI-1003WN,Theil-Sen/14/5.86,,
0,9,AirBox,2,0,acelink.edimax,1,1,100,臺中市立自由國小,1,0,24.29141333,25.3,2020-05-23T02:15:52Z,0,120.9091333,臺中市和平區自由里東崎路二段49號,2020-05-23,08BEAC0A0036,0,2.79,v1.06,0,02:15:52,AI-1003WN,Theil-Sen/14/17.41,,
0,9,AirBox,2,7,acelink.edimax,11,11,88,臺中市立東勢高工,1,0,24.24222934,26.8,2020-05-23T02:17:35Z,0,120.8343828,臺中市東勢區東關路6段1328號,2020-05-23,08BEAC0A0034,0,9,v1.06,0,02:17:35,AI-1003WN,Theil-Sen/14/9.53,,
,9,AirBox,2,12,,16,17,69,74DA38F701C0,1,,25.015,27.5,2020-05-23T02:16:11Z,,121.431,N/A,2020-05-23,74DA38F701C0,,10.21,,,02:16:11,,LR/14/2.8,新樹路258巷3號4樓,new_taipei
,9,AirBox,2,2,,3,3,100,花蓮縣立光華國小,1,,23.935,25.25,2020-05-23T02:13:17Z,,121.578,[973]花蓮縣吉安鄉光華村光華二街180號,2020-05-23,74DA38ED04BE,,0,,,02:13:17,,BRR/14/4.6,花蓮縣光華國小,hualien
,9,AirBox,2,14,,20,21,100,74DA38F701C2,1,,24.218,28.36,2020-05-23T02:12:28Z,,120.489,N/A,2020-05-23,74DA38F701C2,,7.66,,,02:12:28,,BRR/30/17.09,龍昌路B,changhua
,9,AirBox,2,2,,2,2,96,74DA38F701C4,1,,25.108,24.37,2020-05-23T02:13:47Z,,121.559,N/A,2020-05-23,74DA38F701C4,,4.65,,,02:13:47,,BRR/14/4.4,中社路一段36巷3號1F,taipei
,9,AirBox,2,15,,25,27,100,高雄市市立莒光國小,1,,22.711,25.62,2020-05-23T02:16:02Z,,120.295,高雄市莒光國小 高雄市楠梓區後昌路842號,2020-05-23,74DA38F20DC0,,13.11,,,02:16:02,,LR/30/8.75,高雄市楠梓區莒光國小,kaohsiung
,9,AirBox,2,3,,4,5,100,苗栗縣縣立斗煥國小,1,,24.681,24.12,2020-05-23T02:15:24Z,,120.947,[351]苗栗縣頭份市斗煥里中正二路221號,2020-05-23,74DA38F20C7E,,11.69,,,02:15:24,,BRR/14/14.09,苗栗縣斗煥國小,miaoli
,9,AirBox,2,6,,11,13,100,高雄市市立後勁國小,1,,22.721,25.62,2020-05-23T02:13:14Z,,120.313,高雄市後勁國小 高雄市楠梓區加昌路216號,2020-05-23,74DA38F20DC4,,6.1,,,02:13:14,,LR/30/10.16,高雄市後勁國小2,kaohsiung
0,9,AirBox,2,16,acelink.edimax,31,39,100,雲林縣縣立桂林國小,1,0,23.6120864,25.1,2020-05-23T02:18:13Z,0,120.6077613,雲林縣古坑鄉桂林村九五號,2020-05-23,08BEAC0A049E,0,54.13,v1.06,0,02:18:13,AI-1003WN,Theil-Sen/21/12.8,,
0,9,AirBox,2,4,acelink.edimax,7,7,100,嘉義縣縣立塭港國小,1,0,23.4714677,27.7,2020-05-23T02:14:29Z,0,120.1459054,嘉義縣東石鄉塭港村170號,2020-05-23,08BEAC0A032E,0,5.09,v1.06,0,02:14:29,AI-1003WN,LR/14/10.41,,
,9,AirBox,2,18,,28,30,100,高雄市市立正興國中,1,,22.644,25.37,2020-05-23T02:16:08Z,,120.32,高雄市立正興國民中學 高雄市三民區正興里覺民路850號,2020-05-23,74DA38F20C12,,14.61,,,02:16:08,,LR/30/3.51,chehjh13-04,kaohsiung
0,9,AirBox,2,11,acelink.edimax,16,17,91,臺中市立永順國小,1,0,24.15877785,27.1,2020-05-23T02:18:18Z,0,120.5331119,臺中市大肚區永順里文昌路二段586號,2020-05-23,08BEAC0A032C,0,12.92,v1.06,0,02:18:18,AI-1003WN,LR/30/10.35,,
0,9,AirBox,2,16,acelink.edimax,29,32,100,雲林縣私立東南代用國中,1,0,23.80310738,27.2,2020-05-23T02:14:38Z,0,120.4518142,雲林縣西螺鎮西興路一五二號,2020-05-23,08BEAC0A032A,0,51.16,v1.06,0,02:14:38,AI-1003WN,Theil-Sen/21/13.89,,
,9,AirBox,2,6,,11,12,100,澎湖縣縣立湖西國小,1,,23.584,24.5,2020-05-23T02:13:57Z,,119.662,[885]澎湖縣湖西鄉湖西村151號,2020-05-23,74DA38F20C14,,1.77,,,02:13:57,,BRR/14/9.91,湖西國小,penghu
0,9,AirBox,2,11,acelink.edimax,17,19,94,臺中市立五光國小,1,0,24.09427842,27.7,2020-05-23T02:19:10Z,0,120.6472369,臺中市烏日區光明里光明路40號,2020-05-23,08BEAC09FFF0,0,7.27,v1.06,0,02:19:10,AI-1003WN,BRR/30/6.44,,
,9,AirBox,2,6,,9,9,77,屏東縣縣立潮東國小,1,,22.522,30.5,2020-05-23T02:14:38Z,,120.56,[920]屏東縣潮州鎮九塊里復興路66號,2020-05-23,74DA38F211B0,,8.23,,,02:14:38,,Theil-Sen/30/18.35,屏東縣潮州鎮潮東國小,pingtung
,9,AirBox,2,5,,8,8,0,花蓮縣立三棧國小,1,,24.102,-4,2020-05-23T02:11:21Z,,121.606,[972]花蓮縣秀林鄉景美村三棧102號,2020-05-23,74DA38ED05B2,,41.18,,,02:11:21,,BRR/14/14.55,szps airPM2.5,NA
,9,AirBox,2,13,,18,19,100,屏東縣縣立興華國小,1,,22.593,25.75,2020-05-23T02:12:14Z,,120.461,[913]屏東縣萬丹鄉崙頂村崙頂路860號,2020-05-23,74DA38F20AE0,,9.49,,,02:12:14,,Theil-Sen/30/9.33,屏東縣興華國小,new_taipei
0,9,AirBox,2,7,acelink.edimax,11,11,100,臺中市立六寶國小,1,0,24.2387123,26.2,2020-05-23T02:18:46Z,0,120.6358958,臺中市大雅區光復路15之2號,2020-05-23,08BEAC09FFF4,0,3.29,v1.06,0,02:18:46,AI-1003WN,BRR/30/9.66,,
,9,AirBox,2,5,,7,9,100,高雄市市立青年國中,1,,22.63,28.11,2020-05-23T02:12:19Z,,120.348,高雄市立青年國民中學 高雄市鳳山區忠孝里青年路二段89號,2020-05-23,74DA38F20AE6,,4.1,,,02:12:19,,LR/30/6.16,高雄市鳳山區青年國中,kaohsiung
0,9,AirBox,2,8,acelink.edimax,12,12,85,臺中市立中港高中,1,0,24.2444389,27,2020-05-23T02:19:29Z,0,120.5419683,臺中市梧棲區文昌路400號,2020-05-23,08BEAC09FFF6,0,6.44,v1.06,0,02:19:29,AI-1003WN,BRR/30/14.38,,
,9,AirBox,2,16,,26,28,100,高雄市市立鳳山國中,1,,22.624954,25.5,2020-05-23T02:13:59Z,,120.3721174,高雄市立鳳山國民中學 高雄市鳳山區瑞竹里中山東路227號,2020-05-23,74DA38F20AE4,,13.61,,,02:13:59,,LR/30/8.67,鳳山國中,NA
,9,AirBox,2,4,,5,5,76,74DA38E2B59C,1,,24.984,27.5,2020-05-23T02:12:39Z,,121.444,N/A,2020-05-23,74DA38E2B59C,,4.71,,,02:12:39,,LR/14/3.54,新北市土城區中央路一段,new_taipei
,9,AirBox,2,12,,20,21,100,屏東縣縣立舊寮國小,1,,22.848,25.5,2020-05-23T02:13:10Z,,120.61,[906]屏東縣高樹鄉舊寮村長美路42號,2020-05-23,74DA38F211BA,,15.34,,,02:13:10,,BRR/30/9.05,舊寮國小,pingtung
0,9,AirBox,2,23,acelink.edimax,39,49,96,臺南市市立五王國小,1,0,23.0085611,27.6,2020-05-23T02:14:41Z,0,120.2367644,臺南市永康區中華二路150號,2020-05-23,08BEAC09FFFA,0,19.67,v1.06,0,02:14:41,AI-1003WN,BRR/14/4.4,,
,9,AirBox,2,1,,3,3,100,屏東縣縣立泰山國小,1,,22.787,24.75,2020-05-23T02:16:25Z,,120.614,[906]屏東縣高樹鄉泰山村產業路84號,2020-05-23,74DA38F211BC,,5.29,,,02:16:25,,BRR/30/13.73,泰山國小pm2.5-box,pingtung
0,9,AirBox,2,4,acelink.edimax,6,6,88,臺中市立翁子國小,1,0,24.26254724,25.8,2020-05-23T02:15:21Z,0,120.7431098,臺中市豐原區豐勢路二段290巷3號,2020-05-23,08BEAC09FFFC,0,5.77,v1.06,0,02:15:21,AI-1003WN,Theil-Sen/14/0.68,,
,9,AirBox,2,4,,5,6,62,74DA38B05184,1,,24.143,26.75,2020-05-23T02:17:56Z,,120.649,N/A,2020-05-23,74DA38B05184,,7.14,,,02:17:56,,BRR/30/1.28,Yoan 室內,taichuang
,9,AirBox,2,42,,31,65,82,74DA38ED0538,1,,25.058,27.37,2020-05-23T02:14:45Z,,121.494,N/A,2020-05-23,74DA38ED0538,,21.29,,,02:14:45,,BRR/14/1.9,Airbox,new_taipei
,9,AirBox,2,12,,15,16,100,taichung56,1,,24.108,27.25,2020-05-23T02:12:14Z,,120.599,N/A,2020-05-23,74DA3895C3CC,,5.24,,,02:12:14,,BRR/30/6.49,Taichung56,taichuang
,9,AirBox,2,0,,0,0,100,台東縣縣立龍田國小,1,,22.904,27,2020-05-23T02:18:10Z,,121.124,[955]臺東縣鹿野鄉龍田村光榮路236號,2020-05-23,74DA38F20A78,,0.94,,,02:18:10,,BRR/14/16.75,臺東縣鹿野鄉龍田國小,taitung
0,9,AirBox,2,12,acelink.edimax,25,27,100,臺南市市立文昌國小,1,0,23.30911569,28,2020-05-23T02:19:49Z,0,120.2524718,臺南市鹽水區文昌里10-3號,2020-05-23,08BEAC0A0324,0,N/A,v1.06,0,02:19:49,AI-1003WN,N/A,,
0,9,AirBox,2,8,acelink.edimax,19,21,100,雲林縣縣立金湖國小,1,0,23.57453048,28.2,2020-05-23T02:18:33Z,0,120.1540696,雲林縣口湖鄉港東村民主路十五號,2020-05-23,08BEAC0A0490,0,11.49,v1.06,0,02:18:33,AI-1003WN,LR/14/15.3,,
0,9,AirBox,2,24,acelink.edimax,46,61,100,雲林縣縣立久安國小,1,0,23.6769626,27.6,2020-05-23T02:17:50Z,0,120.5135611,雲林縣斗六市久安里久安路一號,2020-05-23,08BEAC0A0320,0,78.87,v1.06,0,02:17:50,AI-1003WN,Theil-Sen/21/5.03,,
,9,AirBox,2,7,,10,10,100,屏東縣縣立育英國小,1,,22.62,26,2020-05-23T01:44:36Z,,120.581,[912]屏東縣內埔鄉興南村育文路73號,2020-05-23,74DA38F20A70,,5.68,,,01:44:36,,Theil-Sen/30/11.22,屏東縣內埔鄉育英國小,pingtung
0,9,AirBox,2,14,acelink.edimax,20,20,100,雲林縣縣立潮厝國小,1,0,23.72087717,27.6,2020-05-23T02:17:53Z,0,120.3384286,雲林縣褒忠鄉潮厝村九六號,2020-05-23,08BEAC0A0498,0,36.57,v1.06,0,02:17:53,AI-1003WN,Theil-Sen/21/21.05,,
0,9,AirBox,2,20,acelink.edimax,40,53,100,臺南市市立善糖國小,1,0,23.15327802,28,2020-05-23T02:18:42Z,0,120.2885613,臺南市善化區溪美里245號,2020-05-23,08BEAC0A0328,0,N/A,v1.06,0,02:18:42,AI-1003WN,N/A,,
,9,AirBox,2,1,,1,2,67,新竹市立青草湖國小,1,,24.769,30.11,2020-05-23T02:15:30Z,,120.978,[300]新竹市東區明湖路1211號,2020-05-23,74DA38C7D61A,,5.3,,,02:15:30,,BRR/14/4.12,新竹市青草湖國小空氣盒子,hsinchu_city
,9,AirBox,2,0,,0,0,100,苗栗縣縣立六合國小,1,,24.683,23.75,2020-05-23T02:15:42Z,,120.899,[351]苗栗縣頭份市東庄里民族路252號,2020-05-23,74DA38F20C76,,0,,,02:15:42,,LR/14/15.32,苗栗縣六合國小,miaoli
,9,AirBox,2,1,,1,2,100,花蓮縣立豐裡國小,1,,23.841,26.12,2020-05-23T02:18:13Z,,121.507,[974]花蓮縣壽豐鄉豐裡村中山路299號,2020-05-23,74DA38ED04B8,,0,,,02:18:13,,BRR/14/17.29,花蓮縣豐裡國小,hualien
,9,AirBox,2,9,,13,14,100,高雄市市立復興國小,1,,22.608,25.87,2020-05-23T02:13:56Z,,120.311,高雄市復興國小 高雄市前鎮區民權二路331號,2020-05-23,74DA38F20DCE,,7.1,,,02:13:56,,LR/30/3.6,高雄市前鎮區復興國民小學,kaohsiung
,9,AirBox,2,5,,7,7,100,苗栗縣縣立五湖國小,1,,24.522,25.12,2020-05-23T02:18:19Z,,120.776,[368]苗栗縣西湖鄉五湖村上湖96號,2020-05-23,74DA38F20C70,,3.29,,,02:18:19,,LR/14/6.57,苗栗縣五湖國小,miaoli
,9,AirBox,2,2,,2,3,100,74DA38AF491C,1,,24.255,25.87,2020-05-23T02:13:14Z,,120.722,N/A,2020-05-23,74DA38AF491C,,3.43,,,02:13:14,,Theil-Sen/14/2.01,LYB-206N,taichuang
,9,AirBox,2,2,,3,3,100,74DA38AF491A,1,,25.008,24.5,2020-05-23T02:12:56Z,,121.321,N/A,2020-05-23,74DA38AF491A,,1.36,,,02:12:56,,BRR/30/2.19,大氣監控：虎頭山12F,taoyuan
0,9,AirBox,2,25,acelink.edimax,43,45,94,臺中市立梧棲國中,1,0,24.2526294,28.1,2020-05-23T02:15:17Z,0,120.532425,臺中市梧棲區文化里民生街12號,2020-05-23,08BEAC0A003A,0,19.86,v1.06,0,02:15:17,AI-1003WN,BRR/30/15.71,,
0,9,AirBox,2,13,acelink.edimax,21,25,83,臺中市立惠文高中,1,0,24.15153028,28.3,2020-05-23T02:17:47Z,0,120.6398623,臺中市南屯區公益路二段298號,2020-05-23,08BEAC0A003E,0,11.16,v1.06,0,02:17:47,AI-1003WN,BRR/30/0.13,,
,9,AirBox,2,11,,14,14,100,74DA38F702C6,1,,24.063,27.62,2020-05-23T02:13:27Z,,120.559,N/A,2020-05-23,74DA38F702C6,,6.28,,,02:13:27,,LR/30/1.81,TKWU_AirBox,hsinchu_county
,9,AirBox,2,0,,0,0,67,74DA38C7D40C,1,,25.028,26.5,2020-05-23T02:17:07Z,,121.554,N/A,2020-05-23,74DA38C7D40C,,9.84,,,02:17:07,,BRR/14/5.07,l143,taipei
,9,AirBox,2,0,,0,0,72,74DA38EBF69A,1,,25.18,28,2020-05-23T02:17:33Z,,121.453,N/A,2020-05-23,74DA38EBF69A,,N/A,,,02:17:33,,N/A,AirBox_SK,new_taipei
,9,AirBox,2,9,,11,12,90,74DA38F702C8,1,,24.812,25.12,2020-05-23T02:16:22Z,,120.962,N/A,2020-05-23,74DA38F702C8,,23.41,,,02:16:22,,BRR/14/1.24,Astra,hsinchu_city
0,9,AirBox,2,15,acelink.edimax,27,29,95,雲林縣縣立忠孝國小,1,0,23.6209632,27.6,2020-05-23T02:15:36Z,0,120.3148439,雲林縣元長鄉龍岩村一四八號,2020-05-23,08BEAC0A00B8,0,15.75,v1.06,0,02:15:36,AI-1003WN,LR/14/18.42,,
0,9,AirBox,2,9,acelink.edimax,16,17,100,雲林縣縣立明禮國小,1,0,23.7740066,27.7,2020-05-23T02:15:40Z,0,120.2658953,雲林縣麥寮鄉崙後村九二號,2020-05-23,08BEAC0A0142,0,30.07,v1.06,0,02:15:40,AI-1003WN,Theil-Sen/21/29.24,,
,9,AirBox,2,3,,4,5,100,74DA38AF4778,1,,24.208,27.5,2020-05-23T02:15:01Z,,120.657,N/A,2020-05-23,74DA38AF4778,,0,,,02:15:01,,BRR/30/6.44,龍善街,taichuang
0,9,AirBox,2,6,acelink.edimax,8,8,95,臺中市立清水國小,1,0,24.26672043,27.8,2020-05-23T02:19:52Z,0,120.5731936,臺中市清水區光華路125號,2020-05-23,08BEAC0A0140,0,2.74,v1.06,0,02:19:52,AI-1003WN,BRR/30/14.5,,
0,9,AirBox,2,4,acelink.edimax,6,6,100,嘉義縣縣立布袋國小,1,0,23.38208842,29.2,2020-05-23T02:14:50Z,0,120.1718349,嘉義縣布袋鎮新厝里65號,2020-05-23,08BEAC0A0146,0,4.56,v1.06,0,02:14:50,AI-1003WN,LR/14/12.23,,
0,9,AirBox,2,13,acelink.edimax,18,24,94,臺中市立中正國小,1,0,24.25104284,27.1,2020-05-23T02:14:47Z,0,120.538568,臺中市梧棲區福德里中央路2段15號,2020-05-23,08BEAC0A0144,0,7.75,v1.06,0,02:14:47,AI-1003WN,BRR/30/15.15,,
0,9,AirBox,2,0,acelink.edimax,0,0,83,臺中市立北勢國小,1,0,24.21803155,27,2020-05-23T02:16:27Z,0,120.5710915,臺中市沙鹿區六路里南陽路376號,2020-05-23,08BEAC0A00B0,0,0.99,v1.06,0,02:16:27,AI-1003WN,BRR/30/10.22,,
,9,AirBox,2,3,,3,4,88,74DA38B05070,1,,24.134,26.75,2020-05-23T02:15:21Z,,120.732,N/A,2020-05-23,74DA38B05070,,1.55,,,02:15:21,,BRR/30/9.44,三英電腦,taichuang
,9,AirBox,2,0,,0,0,63,74DA38B05072,1,,25.041,21.37,2020-05-23T02:17:40Z,,121.519,N/A,2020-05-23,74DA38B05072,,12.53,,,02:17:40,,BRR/14/1.27,台大醫院7,taipei
,9,AirBox,2,25,,38,50,100,74DA38AF4776,1,,23.716,27.12,2020-05-23T02:15:21Z,,120.532,N/A,2020-05-23,74DA38AF4776,,65.79,,,02:15:21,,Theil-Sen/21/1.4,球球,yunlin
,9,AirBox,2,2,,3,4,100,嘉義縣布袋國民小學,1,,23.382,26.25,2020-05-23T02:13:33Z,,120.171,[625]嘉義縣布袋鎮新厝里65號,2020-05-23,74DA38C7D086,,2.96,,,02:13:33,,LR/14/12.29,布袋國民小學,chiayi_county
0,9,AirBox,2,15,acelink.edimax,26,30,100,臺南市市立大橋國小,1,0,23.02018065,28.1,2020-05-23T02:16:54Z,0,120.2269801,臺南市永康區大橋三街173號,2020-05-23,08BEAC0A00B6,0,12.27,v1.06,0,02:16:54,AI-1003WN,BRR/14/4.68,,
,9,AirBox,2,20,,34,43,100,嘉義縣平林國民小學,1,,23.599,25.87,2020-05-23T02:14:28Z,,120.461,[622]嘉義縣大林鎮平林里民權路80號,2020-05-23,74DA38C7D084,,59.11,,,02:14:28,,Theil-Sen/21/15.19,平林國民小學,chiayi_county
,9,AirBox,2,3,,5,5,98,08BEAC028CEE,1,,22.552,25.75,2020-05-23T02:15:37Z,,120.629,N/A,2020-05-23,08BEAC028CEE,,3.81,,,02:15:37,,Theil-Sen/30/19.76,iTribe平和部落,pingtung
,9,AirBox,2,1,,2,2,93,恆春-1,1,,25.03801697,30,2020-05-23T02:12:46Z,,121.5456786,Hengchun,2020-05-23,08BEAC028CEA,,2.78,,,02:12:46,,BRR/14/3.91,手動站：恆春站-1（CEA）,taipei
,9,AirBox,2,0,,1,1,100,基隆市立長興國小,1,,25.092,22.87,2020-05-23T02:12:58Z,,121.713,[206]基隆市七堵區東新街3號,2020-05-23,74DA38F20AD2,,N/A,,,02:12:58,,N/A,基隆市七堵區長興國民小學,keelung
,9,AirBox,2,5,,7,7,100,08BEAC028CEC,1,,22.695,27.25,2020-05-23T02:17:59Z,,120.585,N/A,2020-05-23,08BEAC028CEC,,3.6,,,02:17:59,,Theil-Sen/30/10.24,iTribe佳暮部落,pingtung
,9,AirBox,2,11,,17,19,100,新北市後埔國小,1,,25.003,23.25,2020-05-23T02:16:04Z,,121.463,N/A,2020-05-23,74DA38F7C34E,,9.73,,,02:16:04,,LR/14/1.19,新北市後埔國小,new_taipei
,9,AirBox,2,13,,17,19,100,市立大橋國小,1,,25.064,23.87,2020-05-23T02:15:23Z,,121.512,臺北市大同區隆和里重慶北路3段2號,2020-05-23,74DA38F7C34A,,10.48,,,02:15:23,,BRR/14/1.99,台北市大同區大橋國小2018,taipei
,9,AirBox,2,3,,4,5,100,新竹市立港南國小,1,,24.814,24.87,2020-05-23T02:15:55Z,,120.922,[300]新竹市香山區海埔路171巷91號,2020-05-23,74DA38C7D530,,11.53,,,02:15:55,,BRR/14/5.14,新竹市港南國小,hsinchu_city
,9,AirBox,2,33,,43,47,81,AirBox-ASEAN-05 (Vietnam),1,,21,31,2020-05-23T02:15:13Z,,105.847,N/A,2020-05-23,74DA3895C446,,N/A,,,02:15:13,,N/A,Hust,
,9,AirBox,2,0,,2,3,100,新北市興福國小,1,,25.111,23,2020-05-23T02:12:42Z,,121.313,N/A,2020-05-23,74DA38F7C344,,0.72,,,02:12:42,,BRR/30/12.89,林口區興福國小,NA
,9,AirBox,2,3,,4,4,100,苗栗縣縣立大埔國小,1,,24.708,24.87,2020-05-23T02:14:20Z,,120.89,[350]苗栗縣竹南鎮大埔里仁愛路1092號,2020-05-23,74DA38F20C8A,,11.53,,,02:14:20,,BRR/14/13.66,苗栗縣大埔國小,miaoli
,9,AirBox,2,1,,3,3,100,新北市麗林國小,1,,25.068,22.25,2020-05-23T02:13:09Z,,121.368,N/A,2020-05-23,74DA38F7C342,,1.23,,,02:13:09,,BRR/30/10.31,麗林國小,new_taipei
,9,AirBox,2,5,,7,7,100,市立福星國小,1,,25.048,23.25,2020-05-23T02:13:06Z,,121.548,臺北市萬華區福星里中華路一段66號,2020-05-23,74DA38F7C340,,5.59,,,02:13:06,,BRR/14/4.04,臺北市福星國小,taipei
,9,AirBox,2,0,,1,0,83,28C2DDDD4583,1,,25.055,26.37,2020-05-23T02:16:19Z,,121.534,N/A,2020-05-23,28C2DDDD4583,,6.1,,,02:16:19,,BRR/14/2.79,長春國小,taipei
,9,AirBox,2,7,,9,10,100,08BEAC028CE8,1,,24.277693,24.12,2020-05-23T02:13:06Z,,120.675947,N/A,2020-05-23,08BEAC028CE8,,7.95,,,02:13:06,,Theil-Sen/14/7.07,麗榮實業有限公司-1,taichuang
,9,AirBox,2,18,,24,26,100,74DA38B0527E,1,,25.04,23.37,2020-05-23T02:12:53Z,,121.387,N/A,2020-05-23,74DA38B0527E,,13.26,,,02:12:53,,LR/14/7.82,A7_遠雄文青-雲星科技有限公司,taoyuan
,9,AirBox,2,6,,9,9,93,08BEAC028CE6,1,,24.209776,25.62,2020-05-23T02:14:28Z,,120.701601,N/A,2020-05-23,08BEAC028CE6,,7.81,,,02:14:28,,Theil-Sen/14/6.61,潭子運動中心,taichuang
,9,AirBox,2,0,,1,1,100,74DA38B0527C,1,,24.669,26.25,2020-05-23T02:13:15Z,,121.721,N/A,2020-05-23,74DA38B0527C,,0,,,02:13:15,,LR/14/9.14,桃園市環教學會宜蘭站,yilan
,9,AirBox,2,1,,1,1,100,74DA38B0527A,1,,24.655,25.62,2020-05-23T02:15:40Z,,121.766,N/A,2020-05-23,74DA38B0527A,,0,,,02:15:40,,LR/14/10.52,青天計畫2.0 - 順安守望相助隊,yilan
