hcho,gps_num,app,gps_alt,s_d2,odm,s_d0,s_d1,s_h0,SiteName,gps_fix,s_gg,gps_lat,s_t0,timestamp,adf_status,gps_lon,SiteAddr,date,device_id,s_g8,c_d0,fw_ver,s_g1,time,model,c_d0_method,name,area
,9,AirBox,2,15,,26,32,83,朴子-2,1,,25.04170237,29.5,2020-05-24T01:34:15Z,,121.5440922,Puzi,2020-05-24,08BEAC028A62,,17.98,,,01:34:15,,BRR/14/3.68,手動站：朴子站-2（A62）,taipei
,9,AirBox,2,15,,28,31,74,南投-1,1,,25.04170237,30.5,2020-05-24T01:32:05Z,,121.5440922,Nantou,2020-05-24,08BEAC028A60,,20.84,,,01:32:05,,BRR/14/3.68,手動站：南投站-1（A60）,yilan
0,9,AirBox,2,39,acelink.edimax,124,136,100,臺南市市立大文國小,1,0,23.15038132,29.2,2020-05-24T01:37:21Z,0,120.1536375,臺南市七股區大埕里大寮36之2號,2020-05-24,08BEAC0A047C,0,54.34,v1.04,0,01:37:21,AI-1003WN,Theil-Sen/14/19.1,,
0,9,AirBox,2,13,acelink.edimax,23,24,80,臺中市立光復國中小,1,0,24.04397822,29.7,2020-05-24T01:39:41Z,0,120.689895,臺中市霧峰區南柳里柳豐路535號,2020-05-24,08BEAC09FFBE,0,12.41,v1.06,0,01:39:41,AI-1003WN,BRR/30/12.99,,
0,9,AirBox,2,0,acelink.edimax,0,0,100,桃園市市立茄苳國小,1,0,24.9645944,27.3,2020-05-24T01:39:53Z,0,121.2777675,桃園市八德區永豐路155號,2020-05-24,08BEAC0A047A,0,0.19,v1.06,0,01:39:53,AI-1003WN,BRR/30/4.35,,
,9,AirBox,2,0,,0,0,100,台東縣縣立瑞豐國小,1,,22.978,25,2020-05-24T01:31:47Z,,121.137,[955]臺東縣鹿野鄉瑞豐村中山路67號,2020-05-24,74DA38F20AAC,,2.27,,,01:31:47,,PA/14/24.79,臺東縣瑞豐國小觀測站,taitung
0,9,AirBox,2,5,acelink.edimax,9,10,80,臺中市立豐洲國小,1,0,24.26235666,28.6,2020-05-24T01:35:32Z,0,120.70418,臺中市神岡區豐洲路482號,2020-05-24,08BEAC09FFBA,0,114.91,v1.06,0,01:35:32,AI-1003WN,LR/30/3.86,,
0,9,AirBox,2,19,acelink.edimax,37,45,100,臺南市市立龍崎國中,1,0,22.96851238,28,2020-05-24T01:34:54Z,0,120.3609613,臺南市龍崎區新市子258號,2020-05-24,08BEAC0A047E,0,15.81,v1.06,0,01:34:54,AI-1003WN,Theil-Sen/14/16.31,,
0,9,AirBox,2,9,acelink.edimax,16,19,73,雲林縣縣立豐榮國小,1,0,23.79183769,29.2,2020-05-24T01:36:04Z,0,120.311746,雲林縣崙背鄉豐榮村豐榮路廿一號,2020-05-24,08BEAC09FFBC,0,30.19,v1.06,0,01:36:04,AI-1003WN,Theil-Sen/21/25.35,,
0,9,AirBox,2,29,acelink.edimax,53,66,87,嘉義縣縣立忠和國中,1,0,23.4252309,28.1,2020-05-24T01:39:00Z,0,120.4514224,嘉義縣水上鄉忠和村6之2號,2020-05-24,08BEAC0A0612,0,38.73,v1.06,0,01:39:00,AI-1003WN,Theil-Sen/30/4.31,,
,9,AirBox,2,0,,0,0,60,74DA38E69DA6,1,,24.157,21.12,2020-05-24T01:32:37Z,,120.665,N/A,2020-05-24,74DA38E69DA6,,5.38,,,01:32:37,,BRR/30/2.49,科博館室內展示機,taichuang
0,9,AirBox,2,29,acelink.edimax,51,66,88,臺南市市立東山國中,1,0,23.31694659,28,2020-05-24T01:34:33Z,0,120.4030698,臺南市東山區東中里青葉路一段132號,2020-05-24,08BEAC0A0616,0,N/A,v1.06,0,01:34:33,AI-1003WN,N/A,,
0,9,AirBox,2,7,acelink.edimax,10,12,72,桃園市市立同德國中,1,0,25.0158367,28.1,2020-05-24T01:38:57Z,0,121.2936759,桃園市桃園區南平路487號,2020-05-24,08BEAC0A0614,0,8.81,v1.06,0,01:38:57,AI-1003WN,BRR/30/2.52,,
,9,AirBox,2,11,,16,18,95,74DA38C7D1D6,1,,22.46,28.36,2020-05-24T01:31:29Z,,120.446,N/A,2020-05-24,74DA38C7D1D6,,9.33,,,01:31:29,,BRR/30/24.08,東港鎮興漁里,pingtung
,9,AirBox,2,5,,8,9,100,苗栗縣縣立中正國小,1,,24.428,26.12,2020-05-24T01:34:35Z,,120.661,[358]苗栗縣苑裡鎮中正里111號,2020-05-24,74DA38F20852,,0.77,,,01:34:35,,LR/14/11.1,苗栗縣中正國小,miaoli
,9,AirBox,2,2,,3,4,72,74DA38C7D1D4,1,,25.026,26.87,2020-05-24T01:36:26Z,,121.52,N/A,2020-05-24,74DA38C7D1D4,,8.55,,,01:36:26,,BRR/14/2.58,kjt,taipei
,9,AirBox,2,1,,2,3,100,苗栗縣縣立士林國小,1,,24.347,23.62,2020-05-24T01:31:49Z,,120.93,[365]苗栗縣泰安鄉士林村5鄰26號,2020-05-24,74DA38F20B8C,,0,,,01:31:49,,LR/14/17.79,苗栗縣士林國小,miaoli
,9,AirBox,2,10,,13,15,100,高雄市市立旗尾國小,1,,22.882,25.62,2020-05-24T01:33:52Z,,120.492,高雄市旗尾國小 高雄市旗山區延平二路19號,2020-05-24,74DA38F20B8A,,8.38,,,01:33:52,,Theil-Sen/30/3.95,高雄市旗山區旗尾國小2,kaohsiung
,9,AirBox,2,29,,53,70,100,高雄市市立明宗國小,1,,22.906,26.5,2020-05-24T01:33:57Z,,120.222,高雄市明宗國小 高雄市湖內區公館里保生路103號,2020-05-24,74DA38F20A34,,23.35,,,01:33:57,,Theil-Sen/14/8.96,高雄市湖內區明宗國小,NA
0,9,AirBox,2,9,acelink.edimax,15,17,98,臺中市立合作國小,1,0,24.24046202,27.6,2020-05-24T01:34:55Z,0,120.7037366,臺中市豐原區西勢路410號,2020-05-24,08BEAC0A007E,0,22.2,v1.06,0,01:34:55,AI-1003WN,LR/30/4.25,,
0,9,AirBox,2,2,acelink.edimax,6,7,88,雲林縣縣立大有國小,1,0,23.7639764,29.6,2020-05-24T01:35:04Z,0,120.3091388,雲林縣崙背鄉大有村大有路十四號,2020-05-24,08BEAC0A007C,0,14.25,v1.06,0,01:35:04,AI-1003WN,Theil-Sen/21/24.7,,
,9,AirBox,2,7,,12,14,81,新北市北大高中,1,,24.948,26.37,2020-05-24T01:35:06Z,,121.372,N/A,2020-05-24,74DA38F20A30,,8.84,,,01:35:06,,BRR/30/8.61,新北市北大高中,new_taipei
0,9,AirBox,2,8,acelink.edimax,14,16,81,臺中市立省三國小,1,0,24.159763,29.7,2020-05-24T01:36:05Z,0,120.684232,臺中市北區崇德路一段107號,2020-05-24,08BEAC0A007A,0,7.74,v1.06,0,01:36:05,AI-1003WN,BRR/30/4.46,,
,9,AirBox,2,4,,6,6,63,74DA38B05384,1,,24.17,28.36,2020-05-24T01:37:03Z,,120.72,N/A,2020-05-24,74DA38B05384,,7.17,,,01:37:03,,BRR/30/8.25,YuYao Chang Living Room,taichuang
,9,AirBox,2,8,,12,13,64,08BEAC028880,1,,24.21896993,34.75,2020-05-24T01:35:13Z,,120.6597032,N/A,2020-05-24,08BEAC028880,,9.41,,,01:35:13,,BRR/30/7.69,民峰實業股份有限公司大雅預拌混凝土廠行車路徑,taichuang
0,9,AirBox,2,9,acelink.edimax,18,21,100,雲林縣縣立大興國小,1,0,23.56601178,30,2020-05-24T01:36:03Z,0,120.2105462,雲林縣水林鄉大溝村一號,2020-05-24,08BEAC0A027A,0,11.16,v1.06,0,01:36:03,AI-1003WN,BRR/14/11.63,,
0,9,AirBox,2,6,acelink.edimax,10,11,93,臺中市立東勢國中,1,0,24.257442,27.6,2020-05-24T01:38:18Z,0,120.851617,臺中市東勢區東崎路5段415號,2020-05-24,08BEAC0A027C,0,45.72,v1.06,0,01:38:18,AI-1003WN,LR/30/11.14,,
0,9,AirBox,2,4,acelink.edimax,7,8,85,桃園市市立中興國小,1,0,24.92485458,27,2020-05-24T01:37:16Z,0,121.3102443,桃園市大溪區瑞興里一鄰大鶯路1125號,2020-05-24,08BEAC0A027E,0,5.67,v1.06,0,01:37:16,AI-1003WN,BRR/30/7.86,,
,9,AirBox,2,0,,0,0,60,74DA38AF475E,1,,25.064,28.25,2020-05-24T01:33:26Z,,121.496,N/A,2020-05-24,74DA38AF475E,,9.5,,,01:33:26,,BRR/14/2.29,SC-indoor,new_taipei
0,9,AirBox,2,4,acelink.edimax,8,8,94,嘉義縣縣立豐山實驗國(中)小,1,0,23.5759516,25,2020-05-24T01:37:58Z,0,120.7500601,嘉義縣阿里山鄉豐山村47號,2020-05-24,08BEAC0A06DE,0,16.24,v1.06,0,01:37:58,AI-1003WN,Theil-Sen/21/25.78,,
0,9,AirBox,2,23,acelink.edimax,44,56,87,臺南市市立大灣高中附設國中,1,0,23.02736947,28.5,2020-05-24T01:34:58Z,0,120.2566919,臺南市永康區文賢街68巷1號,2020-05-24,08BEAC0A06DA,0,21.78,v1.06,0,01:34:58,AI-1003WN,Theil-Sen/14/7.3,,
,9,AirBox,2,11,,14,16,100,74DA38AF4796,1,,24.911,25.25,2020-05-24T01:32:46Z,,121.151,N/A,2020-05-24,74DA38AF4796,,N/A,,,01:32:46,,N/A,桃園縣楊梅鎮自立街,taoyuan
0,9,AirBox,2,28,acelink.edimax,47,60,93,臺南市市立竹橋國中,1,0,23.10140477,28.5,2020-05-24T01:39:32Z,0,120.1418082,臺南市七股區義合里74之2號,2020-05-24,08BEAC0A06DC,0,21.74,v1.06,0,01:39:32,AI-1003WN,Theil-Sen/14/14.4,,
,9,AirBox,2,4,,7,9,92,新北市秀朗國小,1,,24.998,24.62,2020-05-24T01:32:54Z,,121.521,N/A,2020-05-24,74DA38F7C368,,6.47,,,01:32:54,,BRR/14/5.55,秀朗國小,new_taipei
,9,AirBox,2,4,,8,8,76,74DA38EBF656,1,,24.35,29.11,2020-05-24T01:33:57Z,,120.619,N/A,2020-05-24,74DA38EBF656,,6.6,,,01:33:57,,LR/14/14.63,myPM2.5_56,taichuang
,9,AirBox,2,5,,9,10,100,市立東湖國中,1,,25.072,22.87,2020-05-24T01:34:52Z,,121.619,臺北市內湖區樂康里康樂街131號,2020-05-24,74DA38F7C5BA,,5.32,,,01:34:52,,LR/14/2.41,台北市內湖區東湖國中2018,taipei
0,9,AirBox,2,6,acelink.edimax,11,13,97,雲林縣縣立東勢國小,1,0,23.67411553,31.2,2020-05-24T01:34:42Z,0,120.2570503,雲林縣東勢鄉東南村東榮路廿九巷九號,2020-05-24,08BEAC0A02F6,0,8.86,v1.06,0,01:34:42,AI-1003WN,BRR/14/23.04,,
0,9,AirBox,2,7,acelink.edimax,11,12,100,臺中市立大忠國小,1,0,24.13430025,29.5,2020-05-24T01:37:45Z,0,120.55636,臺中市大肚區社腳里沙田路一段八五四巷二四號,2020-05-24,08BEAC0A02F4,0,1.38,v1.06,0,01:37:45,AI-1003WN,LR/30/7.74,,
0,9,AirBox,2,9,acelink.edimax,18,21,100,臺中市立追分國小,1,0,24.12223999,29.1,2020-05-24T01:39:37Z,0,120.568245,臺中市大肚區福山村沙田路一段364號,2020-05-24,08BEAC0A02F2,0,8.96,v1.06,0,01:39:37,AI-1003WN,LR/30/6.82,,
0,9,AirBox,2,28,acelink.edimax,49,63,90,雲林縣縣立雲林國小,1,0,23.70283896,28.8,2020-05-24T01:35:37Z,0,120.5483153,雲林縣斗六市莊敬路一一一號,2020-05-24,08BEAC0A02F0,0,83.03,v1.06,0,01:35:37,AI-1003WN,Theil-Sen/21/1.06,,
0,9,AirBox,2,19,acelink.edimax,31,39,100,嘉義縣縣立永安國小,1,0,23.37129694,27.8,2020-05-24T01:36:12Z,0,120.1820403,嘉義縣布袋鎮永安里126之2號,2020-05-24,08BEAC0A0108,0,15.43,v1.06,0,01:36:12,AI-1003WN,BRR/14/12.59,,
0,9,AirBox,2,5,acelink.edimax,8,10,80,臺中市立甲南國小,1,0,24.30474724,29.6,2020-05-24T01:37:35Z,0,120.5955373,臺中市清水區臨海路26號,2020-05-24,08BEAC0A0104,0,114.24,v1.06,0,01:37:35,AI-1003WN,LR/30/15.75,,
0,9,AirBox,2,5,acelink.edimax,9,9,84,桃園市市立八德國小,1,0,24.928085,26.3,2020-05-24T01:37:53Z,0,121.2831983,桃園市八德區興豐路222號,2020-05-24,08BEAC0A02F8,0,6.84,v1.06,0,01:37:53,AI-1003WN,BRR/30/7.78,,
0,9,AirBox,2,28,acelink.edimax,53,69,88,嘉義縣縣立沙坑國小,1,0,23.485855,27.3,2020-05-24T01:34:39Z,0,120.563627,嘉義縣竹崎鄉沙坑村57之2號,2020-05-24,08BEAC0A0100,0,38.77,v1.06,0,01:34:39,AI-1003WN,Theil-Sen/30/12.78,,
0,9,AirBox,2,14,acelink.edimax,22,24,78,桃園市市立快樂國小,1,0,25.01886,27.3,2020-05-24T01:37:44Z,0,121.3149216,桃園市桃園區大有路789號,2020-05-24,08BEAC0A00F4,0,14.8,v1.06,0,01:37:44,AI-1003WN,BRR/30/2.82,,
0,9,AirBox,2,11,acelink.edimax,20,23,94,雲林縣縣立東光國小,1,0,23.6518196,28.5,2020-05-24T01:39:04Z,0,120.2722556,雲林縣四湖鄉溪底村成功路十一號,2020-05-24,08BEAC0A00F6,0,10.97,v1.06,0,01:39:04,AI-1003WN,BRR/14/20.69,,
0,9,AirBox,2,32,acelink.edimax,57,70,95,臺南市市立新營國小,1,0,23.3066693153,28,2020-05-24T01:36:43Z,0,120.316803306,臺南市新營區中正路4號,2020-05-24,08BEAC0A00F0,0,N/A,v1.06,0,01:36:43,AI-1003WN,N/A,,
0,9,AirBox,2,25,acelink.edimax,40,50,92,雲林縣縣立光復國小,1,0,23.74082309,28.8,2020-05-24T01:39:03Z,0,120.40158,雲林縣虎尾鎮墾地里光復莊11鄰卅九號,2020-05-24,08BEAC0A0296,0,68.59,v1.06,0,01:39:03,AI-1003WN,Theil-Sen/21/14.95,,
0,9,AirBox,2,27,acelink.edimax,42,54,100,雲林縣縣立舊庄國小,1,0,23.63316893,28.1,2020-05-24T01:34:32Z,0,120.4016321,雲林縣大埤鄉怡然村怡然路九二號,2020-05-24,08BEAC0A0294,0,71.61,v1.06,0,01:34:32,AI-1003WN,Theil-Sen/21/17.02,,
0,9,AirBox,2,31,acelink.edimax,52,66,100,臺南市市立日新國小,1,0,22.97315514,28.5,2020-05-24T01:34:49Z,0,120.1900188,臺南市南區金華路一段473號,2020-05-24,08BEAC0A00F8,0,22.37,v1.06,0,01:34:49,AI-1003WN,Theil-Sen/14/1.81,,
0,9,AirBox,2,22,acelink.edimax,36,49,100,臺南市市立左鎮國小,1,0,23.05596794,28.6,2020-05-24T01:39:09Z,0,120.4041667,臺南市左鎮區中正里7號,2020-05-24,08BEAC0A0292,0,15.2,v1.06,0,01:39:09,AI-1003WN,Theil-Sen/14/22.1,,
0,9,AirBox,2,0,acelink.edimax,0,0,100,雲林縣縣立三和國小,1,0,23.750533,28.7,2020-05-24T01:39:46Z,0,120.4082809,雲林縣二崙鄉三和村二鄰十七號,2020-05-24,08BEAC0A0290,0,4.38,v1.06,0,01:39:46,AI-1003WN,Theil-Sen/21/14.57,,
,9,AirBox,2,11,,16,17,63,08BEAC02862E,1,,24.13984523,34.36,2020-05-24T01:33:40Z,,120.6018107,N/A,2020-05-24,08BEAC02862E,,11.62,,,01:33:40,,BRR/30/4.21,寶文,taichuang
,9,AirBox,2,4,,6,7,80,74DA38C7CE8E,1,,22.75,28.86,2020-05-24T01:32:53Z,,120.365,N/A,2020-05-24,74DA38C7CE8E,,7.6,,,01:32:53,,BRR/30/15.25,高雄市大社區嘉誠國小(中走廊),taichuang
,9,AirBox,2,3,,4,5,69,74DA38C7D38E,1,,24.805,26.5,2020-05-24T01:31:22Z,,120.971,N/A,2020-05-24,74DA38C7D38E,,8.2,,,01:31:22,,PA/14/0.13,新竹市教育網路中心,hsinchu_city
,9,AirBox,2,29,,50,65,100,高雄市市立岡山國小,1,,22.791,26.5,2020-05-24T01:34:20Z,,120.293,高雄市岡山國小 高雄市岡山區柳橋東路36號,2020-05-24,74DA38F210B4,,23.99,,,01:34:20,,Theil-Sen/30/17.62,高雄市岡山區岡山國小2,kaohsiung
